CMC,WSS-Agg,BURDEN,VT,SKAT-O,ACAT-V,LRT-q
0.00263436411269863,0.0169890444405028,0.00479194375613773,0.838161838161838,0.00267759795006905,0.00591940061210539,0.000999000999000999
0.29852786971354,0.0649066499799675,0.232575678327933,0.344655344655345,0.00165445570521849,0.204329808166729,0.000999000999000999
0.135804980697965,0.296006959772918,0.112126935657957,0.0989010989010989,0.0864352695333556,0.519990072522713,0.000999000999000999
0.800251860170365,0.138597826987916,0.476585645599705,0.125874125874126,2.6699812327724e-07,4.0618619578936e-12,0.000999000999000999
0.647055651674434,0.503138883800517,0.981111068046328,0.778221778221778,0.231375155398059,0.29588918845948,0.000999000999000999
0.256734442019509,0.54762292265249,0.416702642366481,0.637362637362637,0.0786027716584876,0.876798364549502,0.000999000999000999
0.783997020139855,0.0731046324416283,0.308613572258218,0.689310689310689,0.000362118444436343,0.662133679986549,0.000999000999000999
0.455991270270932,0.623519639187278,0.320257184643166,0.945054945054945,0.434610872926507,0.301359387732931,0.000999000999000999
0.193918376394631,0.263406678574856,0.294453950733933,0.346653346653347,0.018219522251856,0.166404648085308,0.000999000999000999
0.08855790376993,0.0079635152965432,0.0992831373981569,0.49050949050949,0.00068042447781802,0.0081722108713963,0.000999000999000999
0.848418055722702,0.622568881894774,0.874722863063113,0.143856143856144,0.72486141829403,0.871648342538376,0.031968031968032
0.00103536973114133,0.00290021154820879,6.25703112663114e-05,0.962037962037962,2.40871419299182e-05,9.82342480893017e-06,0.000999000999000999
0.12746289847814,0.116236871731942,0.173110952077734,0.918081918081918,0.116348104126258,0.346975512592237,0.000999000999000999
0.239176603198299,0.298368678893732,0.167753160343898,0.946053946053946,0.287782680435998,0.45939588010509,0.00999000999000999
2.05391928287519e-07,1.80673158022286e-17,3.36551538504299e-07,0.10989010989011,9.84215147899385e-25,2.34964095362384e-21,0.000999000999000999
0.964992455884382,0.397086714543807,0.935609541354041,0.153846153846154,0.19864840604841,0.253174993657504,0.000999000999000999
0.631820093728984,0.882775917334225,0.644600177595471,0.191808191808192,0.776462053000076,0.447842158950117,0.01998001998002
0.69653994792834,0.576513225853964,0.824112111182361,0.677322677322677,0.0343539572930415,0.836204197458287,0.000999000999000999
0.34941177263998,0.695767478296661,0.541285597163275,0.53946053946054,0.000409439295773084,0.917048116300364,0.000999000999000999
0.0163518370721678,0.0353350640827693,0.035173429315621,0.592407592407592,0.011667041629789,0.631310625061068,0.000999000999000999
0.0288051909194738,0.045880252044452,0.053030533043509,0.12987012987013,0.00652299241831433,0.283005168148956,0.000999000999000999
