CMC,WSS-Agg,BURDEN,VT,SKAT-O,ACAT-V,LRT-q
0.956007319076052,0.367339752379888,0.906554636349096,0.0919080919080919,0.424400456752345,0.599087750763363,0.000999000999000999
0.99151399179401,0.741785617805592,0.677983162924153,0.963036963036963,0.33468694369731,0.858563860610981,0.000999000999000999
0.427805512038055,0.165444629517781,0.175919664494259,0.699300699300699,0.28604211459246,0.23147829639149,0.022977022977023
0.024968106479742,0.033353396458784,0.0227766100797982,0.014985014985015,1.97071033221086e-05,8.17134138131337e-10,0.000999000999000999
0.735299095796079,0.78937590315074,0.713720722631012,0.911088911088911,0.215601427917214,0.314283395675293,0.002997002997003
0.605585130370228,0.793106775567386,0.910256262143376,0.674325674325674,0.886575118372712,0.865212185744247,0.025974025974026
0.523124329475404,0.584491791582598,0.510575399958536,0.266733266733267,0.161309190214172,0.479249421278478,0.000999000999000999
0.282572734794903,0.0394206968647348,0.278081611761947,0.0809190809190809,0.00130409868647596,0.0658160329493611,0.000999000999000999
0.840627036975663,0.632887460126664,0.482445506652826,0.88011988011988,0.709749893633777,0.683843769578932,0.000999000999000999
0.000524043492836344,6.15746706740565e-09,0.000653041906130958,0.924075924075924,1.14775282234467e-15,1.77635683940025e-15,0.000999000999000999
0.253308598851268,0.844354425727605,0.380233512322331,0.0639360639360639,0.592685160701847,0.881608679203236,0.000999000999000999
0.173173422165471,0.080972493753483,0.116231188101323,0.123876123876124,0.14133317449297,0.298581426482717,0.002997002997003
0.26544287228094,0.732709667461345,0.432666269503552,0.213786213786214,0.234704405259306,0.0743227047611337,0.000999000999000999
0.0796824111488142,0.50830428828191,0.128495466760256,0.914085914085914,0.00241036762891322,0.00251634181232785,0.000999000999000999
0.458118982910392,0.177199110703482,0.349672527946907,0.187812187812188,0.000258507840062983,0.0394434903673105,0.000999000999000999
0.561439751965307,0.569500063652658,0.783751195240904,0.0999000999000999,0.0304756733141827,0.883833166392391,0.000999000999000999
0.652266218874522,0.822877279502172,0.713354934563422,0.40959040959041,0.886390049369755,0.918415885435787,0.0679320679320679
0.895128681270656,0.367377040448979,0.610901671933665,0.475524475524476,0.394521219091594,0.812978632288922,0.013986013986014
0.621840125815155,0.254254077009217,0.564645115445736,0.442557442557443,0.593092075595519,0.894518552380118,0.0929070929070929
0.709965655157707,0.971425619006659,0.934682969347058,0.811188811188811,0.000229497539537049,0.836081925955436,0.000999000999000999
0.108450691896914,0.315046635372132,0.17392241940749,0.230769230769231,0.292630394319605,0.481665004719694,0.0579420579420579
