CMC,WSS-Agg,BURDEN,VT,SKAT-O,ACAT-V,LRT-q
0.227535644918536,0.0918340654153807,0.246429313522518,0.270572942705729,0.147396332279816,0.197208807302348,0.683431656834317
0.666809774201006,0.682350084171963,0.721669883529663,0.962803719628037,0.894759460975245,0.609000440423784,0.825517448255174
0.135336893859449,0.162895750756528,0.193549240764492,0.257474252574743,0.310465789794374,0.409040989113582,0.0701929807019298
0.701201141134659,0.995374616498826,0.585750242236645,0.253874612538746,0.714244375880902,0.286695684818386,0.308269173082692
0.0555200825173672,0.0531011883125062,0.0331042601705766,0.973002699730027,0.059623603091265,0.924071411992556,0.376762323767623
0.263205380460571,0.901822079225131,0.214664903404793,0.997700229977002,0.357196223193208,0.0375144026795624,0.0621937806219378
0.546655802130275,0.965837542694312,0.702716487174733,0.328967103289671,0.339512624217385,0.137653492825635,0.133786621337866
0.0808339533436157,0.351873312166934,0.123871166158286,0.0616938306169383,0.212837174365198,0.218011642420046,0.905009499050095
0.283962099923418,0.569416072129053,0.56734607432468,0.879312068793121,0.776676479476709,0.681705495395006,0.396360363963604
0.493555730890465,0.919984891872318,0.624801592792588,0.813718628137186,0.830089898158927,0.513046248923903,0.816718328167183
0.939317069236797,0.58896257206652,0.977964507017533,0.273672632736726,0.122288397460913,0.125526388663894,0.672532746725327
0.441314244572735,0.330145624706869,0.628975044210303,0.743825617438256,0.299034556890246,0.238937530604589,0.0251974802519748
0.884204516028794,0.64040455335343,0.972106888006843,0.701029897010299,0.168809312713895,0.290076753373525,0.214078592140786
0.842075294412608,0.656287470579998,0.734658697514865,0.168083191680832,0.133053393286594,0.0685651758981345,0.210878912108789
0.845981587944262,0.693350894265433,0.765737339553328,0.450954904509549,0.875126394406866,0.750753988104635,0.925107489251075
0.989381404230984,0.62821142990389,0.901115349631029,0.0887911208879112,0.855882915253506,0.980448987234109,0.576342365763424
0.455976470413965,0.79874993651541,0.424600420307877,0.291970802919708,0.636770661602858,0.610570595522679,0.962703729627037
0.127259277343419,0.0585922675436064,0.181486027500888,0.33966603339666,0.0185304630082114,0.0573762614785283,0.325967403259674
0.50044826281392,0.442009900679087,0.903633773999096,0.342765723427657,0.748177619093381,0.472199738932782,0.494850514948505
0.596199104675855,0.997022780086212,0.72047665286723,0.0704929507049295,0.893274080556104,0.851672092213829,0.268173182681732
0.834984554109079,0.31951572490049,0.906181598612846,0.188381161883812,0.28768903167441,0.29390368522319,0.0158984101589841
0.47848722702638,0.582146422956836,0.577439353426316,0.450654934506549,0.790580323268601,0.261231426345226,0.314268573142686
0.900793209788677,0.864037091197018,0.978675722423275,0.692930706929307,0.91557801432332,0.719806909839714,0.38006199380062
0.729776312524452,0.818358520579949,0.653916974853555,0.965903409659034,0.855494020767354,0.866474427144566,0.957804219578042
0.565497953364081,0.868176551402575,0.558304872453759,0.122287771222878,0.766680168527134,0.252169990525485,0.315168483151685
0.408730039838045,0.868861512461566,0.752149897834344,0.875212478752125,0.648560363053564,0.375711690895344,0.675932406759324
0.460862746654701,0.77826835393163,0.655688343157917,0.528747125287471,0.855445386794725,0.750055768468836,0.764423557644236
0.254386384329966,0.124030668223109,0.0624316979077624,0.94980501949805,0.101578871480495,0.175941196022126,0.0052994700529947
0.21757298814942,0.0824122637945766,0.0997046448223443,0.687331266873313,0.173090748964345,0.412442757210831,0.0042995700429957
0.729634322255563,0.578727062061178,0.638302559986067,0.645135486451355,0.841147042256902,0.899473849187535,0.155684431556844
0.866088699469037,0.846389831550419,0.800960406308044,0.152984701529847,1,0.763309235551152,0.525247475252475
0.00387631923333972,0.0202579862809565,0.00236844554122209,0.0025997400259974,0.00428690438630153,0.0169268635090857,0.316368363163684
0.333378947806922,0.250494244016949,0.196643227078057,0.502849715028497,0.333268745826481,0.479900591161134,0.316068393160684
0.144179220728384,0.160727064558437,0.241536338709579,0.697830216978302,0.0922407143198374,0.171663716161204,0.044995500449955
0.0140412701870681,0.0843855470320989,0.00845575696933856,0.997400259974003,0.0162012260751969,0.0038146327287446,0.033996600339966
0.892898689238677,0.986128820376007,0.842280795983932,0.183581641835816,1,0.974179709115754,0.836416358364164
0.914921527297838,0.801248439819788,0.530843742939152,0.115788421157884,0.746115869979081,0.665168803925066,0.839416058394161
0.318670664799474,0.370370365985945,0.325741436177482,0.291470852914709,0.507664718569717,0.712495170492696,0.933606639336066
0.366208983208763,0.3911815830285,0.353281159292548,0.456354364563544,0.55444848240658,0.720050338561021,0.705429457054295
0.157074839904752,0.525832406133551,0.225090869945191,0.0724927507249275,0.368642011708393,0.943867632343277,0.446155384461554
0.59912535969879,0.829604131340499,0.586139480629779,0.135986401359864,0.797952715047878,0.690538839352866,0.148685131486851
0.980111831334552,0.613382870037775,0.999048812326961,0.211378862113789,1,0.621564054011161,0.894310568943106
0.251326344731951,0.151396685472226,0.327408121901044,0.55954404559544,0.066184933419981,0.0219998423953827,0.0778922107789221
0.822367670157974,0.94607428133007,0.95945079963351,0.545345465453455,1,0.735440884477399,0.826117388261174
0.78539303307071,0.565701608188105,0.95163266780575,0.297070292970703,0.889262936257957,0.55233037679727,0.965403459654035
0.223166852972507,0.093021069438212,0.111751704620122,0.0726927307269273,0.024810252247479,0.0129201124068583,0.0582941705829417
0.249734038601203,0.705819174936972,0.544381291306415,0.0337966203379662,0.762561947959023,0.401634350463122,0.21017898210179
0.368029519186856,0.0420908782245219,0.447609433250671,0.0415958404159584,0.00967815026281083,0.012683012369902,0.162383761623838
0.728547500154073,0.773694540328998,0.764139252578371,0.492150784921508,0.348376168336262,0.340504242318051,0.0920907909209079
0.729930619334465,0.971811891016996,0.869147295555513,0.334266573342666,1,0.854222587096264,0.525147485251475
0.0758102145029299,0.12827091725455,0.0829202459660531,0.754024597540246,0.145768869795803,0.317583351152407,0.608839116088391
0.460878869769329,0.410133783060753,0.441512991365633,0.57024297570243,0.661994260246163,0.708123283868604,0.912308769123088
0.841272534594852,0.228856103671073,0.881426022116597,0.026997300269973,0.201049922568512,0.111894684610244,0.213278672132787
0.659720793709999,0.516421733563174,0.573669209944949,0.481951804819518,0.786544773031619,0.938815341867037,0.834016598340166
0.564892333684562,0.166483704908759,0.52409231143294,0.16968303169683,0.271118654713993,0.147078784556093,0.354064593540646
0.956675242292,0.98443925482463,0.755755236216353,0.44045595440456,0.866221133846293,0.633841020820456,0.237576242375762
0.577184544923459,0.821216350516626,0.819924584947435,0.903709629037096,0.649239567411047,0.981522398307988,0.537746225377462
0.105170809528547,0.0929598279416048,0.101878616701733,0.157384261573843,0.156440949735101,0.0982282385212465,0.0915908409159084
0.408100245880846,0.265508877733993,0.277772978388783,0.707529247075293,0.45545680966838,0.537563054809201,0.666433356664334
0.546714593911847,0.392850872410379,0.489493446931033,0.500849915008499,0.683097350868049,0.972615901640431,0.425857414258574
0.157974476568015,0.44639100819618,0.106199534219284,0.042995700429957,0.185516886062833,0.135961399949038,0.311368863113689
0.925206556770003,0.458870407136051,0.998476825499096,0.238276172382762,0.91802727630295,0.582172084106418,0.918108189181082
0.44211949190148,0.88179011777192,0.8773578481636,0.376862313768623,0.538788525677864,0.611476488531905,0.0900909909009099
0.259403237080066,0.319646641514665,0.260874930298821,0.35036496350365,0.426953458581491,0.271365530771144,0.904209579042096
0.176660502033224,0.0160781946659642,0.130972781698559,0.36046395360464,0.0248551428072473,0.0411798413554787,0.0157984201579842
0.451745330061679,0.815747417918929,0.69641963722412,0.73972602739726,0.881671955890387,0.672934217354261,0.254774522547745
0.375735531179049,0.772877799587335,0.391459175969499,0.95990400959904,0.598919859121743,0.624701724573002,0.655334466553345
0.132651331715788,0.0543401337265771,0.0605629288415921,0.182581741825817,0.0963382675012914,0.163310964113139,0.836316368363164
0.556339711123023,0.878498167752499,0.748579173381416,0.208979102089791,0.836544943890357,0.79527346948064,0.111688831116888
0.735923820059899,0.608111054943588,0.867189506727386,0.782621737826217,1,0.823254391954645,0.916208379162084
0.947626033048424,0.512983991949964,0.725305741633316,0.683331666833317,0.316130868142433,0.743326116907432,0.0968903109689031
0.719884032126739,0.994488912521197,0.679907493483179,0.0636936306369363,0.866009169909651,0.607013136362861,0.457154284571543
0.369099310236311,0.733712348911697,0.335506637068023,0.126187381261874,0.5216308509597,0.234132731508854,0.162083791620838
0.104649015768097,0.195680284543135,0.136808552926397,0.2000799920008,0.231191556006731,0.920915303420524,0.946905309469053
0.545165727196506,0.489006915031106,0.773309353751301,0.688331166883312,0.785651970537819,0.610487655604856,0.871812818718128
0.690017495864873,0.132041156980127,0.406057542554597,0.7996200379962,0.262773717474109,0.549090432279451,0.587841215878412
0.365796232194432,0.78016756496837,0.583198916166264,0.766423357664234,0.578490740996473,0.561346464745128,0.0115988401159884
0.488761724764586,0.730063283635642,0.338203706779063,0.167683231676832,0.530534662347209,0.665632278087145,0.0387961203879612
0.0341528701938328,0.100089764288121,0.037890263857982,0.0312968703129687,0.0666663627485787,0.0611743195924315,0.544845515448455
0.12857656059948,0.234103916681892,0.11747316224574,0.0376962303769623,0.205153837051149,0.388814267928932,0.256274372562744
0.191466938887162,0.509714959214671,0.233706714521023,0.145385461453855,0.379543097016218,0.938314530778567,0.889011098890111
0.646142506034613,0.673468115769211,0.588038194592629,0.247575242475752,0.590764175112428,0.292679713991206,0.0464953504649535
0.396624817592878,0.664057944143831,0.4701888648085,0.395460453954605,0.693667881145868,0.998788941916809,0.56994300569943
0.401640214421058,0.526508510099848,0.46303073455717,0.654234576542346,0.677190798304566,0.573160330355852,0.996700329967003
0.759538096680636,0.718448096732162,0.780075752579585,0.45985401459854,0.570713022856434,0.419712349338177,0.492250774922508
0.812987565992652,0.64055470629697,0.994722937261717,0.46035396460354,0.798011053374754,0.924715672200565,0.915108489151085
0.687381689210513,0.456879674892606,0.658396823626462,0.522247775222478,0.852686535708889,0.65605317451059,0.700529947005299
0.754291670677986,0.350493121139259,0.907153682209956,0.0782921707829217,0.610021979775233,0.386022923951336,0.0858914108589141
0.672277826496955,0.259756426741103,0.373687438589285,0.161283871612839,0.56920465997294,0.62944678988119,0.810518948105189
0.319094943667843,0.318258207416133,0.284291244660311,0.693930606939306,0.233974703667618,0.0125446060630158,0.134286571342866
0.383224770873266,0.893242406657882,0.379383073407916,0.0765923407659234,0.5862571771942,0.589592513307921,0.412158784121588
0.559770487904303,0.79323733285507,0.828548212809642,0.153384661533847,0.835063789273863,0.474479136237353,0.393860613938606
0.866311740493694,0.256285876044812,0.707033954100248,0.790820917908209,0.435878044112679,0.355580331078273,0.327267273272673
0.943051438838084,0.604658391730074,0.994305395149918,0.4001599840016,0.434808319185505,0.304867722500229,0.524647535246475
0.068290581954443,0.0467126266853771,0.0336671682970235,0.0641935806419358,0.0610783866514522,0.349351871398962,0.394760523947605
0.0215147418328722,0.0225119290209841,0.0340919909337564,0.123587641235876,0.0559900966446485,0.0648002674219647,0.0790920907909209
0.528229476719904,0.536799730333965,0.572469925508845,0.712828717128287,0.786550281585994,0.676026887388693,0.897810218978102
0.926608761207587,0.993525864033278,0.980100024542586,0.719028097190281,1,0.981246024910997,0.904909509049095
0.52419705925859,0.495609066751281,0.662530835514789,0.695830416958304,0.612956007130216,0.890896399179026,0.407159284071593
0.631488673616445,0.646632361023235,0.706480649482364,0.538246175382462,0.88574704554589,0.618518781133731,0.490950904909509
0.536505656173921,0.936887496086568,0.473282135085295,0.947305269473053,0.454901096048185,0.233955894372605,0.166483351664834
0.738845435605707,0.780821410003109,0.976895053411023,0.517748225177482,1,0.828590906061908,0.806519348065193
0.254349428542513,0.710081064739603,0.20922637278493,0.983201679832017,0.352201081355055,0.326073529051263,0.268773122687731
0.738935375839873,0.780821068528686,0.70572573216036,0.718228177182282,0.88456215368954,0.863208505883061,0.959204079592041
0.155448150948007,0.228741449958704,0.351649566020016,0.602439756024398,0.544902783516869,0.926246748526224,0.64023597640236
0.012936326948227,0.0526241192626324,0.0138261016826611,0.0428957104289571,0.0246289356371596,0.79262203426973,0.0377962203779622
0.0821010545700662,0.0704881568211465,0.0999502923243329,0.908809119088091,0.10694339177433,0.464754827297602,0.587341265873413
0.378114232529848,0.33239156897332,0.394676674824119,0.44005599440056,0.600074192578221,0.662968113460604,0.0418958104189581
0.26064727722382,0.310442157149953,0.340252974540834,0.511948805119488,0.388023916361025,0.482926345749317,0.0471952804719528
0.151463045481975,0.143878154536261,0.146673666668124,0.202179782021798,0.250708762333296,0.443017225216458,0.943005699430057
0.909660137447341,0.562025810621946,0.848866465360069,0.206879312068793,0.600554040089872,0.426484063597086,0.184781521847815
0.999201925341836,0.668847716255397,0.914794442386284,0.754024597540246,0.831425760092706,0.541919656066767,0.194280571942806
0.858473266172055,0.782491225129288,0.497074769305262,0.768723127687231,0.714057380996604,0.911968622529828,0.886111388861114
